ID_Produto,Nome_Produto,Valor,Moeda
PRD000900,Titulo de Capitalizacao 0900,"$ 5,085.62",USD
PRD000901,Conta Digital 0901,"R$ 20,793.66",BRL
PRD000902,Cartao de Credito 0902,"R$ 10,900.37",BRL
PRD000903,Emprestimo Pessoal 0903,"R$ 19,394.78",BRL
PRD000904,Financiamento 0904,"$ 7,238.30",USD
PRD000905,Seguro 0905,"R$ 22,776.26",BRL
PRD000906,CDB 0906,"R$ 14,556.57",BRL
PRD000907,Fundo de Investimento 0907,"R$ 3,692.27",BRL
PRD000908,Cambio 0908,$ 934.65,USD
PRD000909,Previdencia 0909,"R$ 16,875.10",BRL
PRD000910,Titulo de Capitalizacao 0910,"R$ 20,286.33",BRL
PRD000911,Conta Digital 0911,"R$ 7,772.64",BRL
PRD000912,Cartao de Credito 0912,"$ 3,355.90",USD
PRD000913,Emprestimo Pessoal 0913,"R$ 17,471.50",BRL
PRD000914,Financiamento 0914,"R$ 9,569.61",BRL
PRD000915,Seguro 0915,"R$ 7,432.88",BRL
PRD000916,CDB 0916,"$ 2,641.59",USD
PRD000917,Fundo de Investimento 0917,"R$ 22,112.87",BRL
PRD000918,Cambio 0918,"R$ 9,977.19",BRL
PRD000919,Previdencia 0919,"R$ 16,905.94",BRL
PRD000920,Titulo de Capitalizacao 0920,"$ 2,154.70",USD
PRD000921,Conta Digital 0921,"R$ 3,091.17",BRL
PRD000922,Cartao de Credito 0922,"R$ 10,765.38",BRL
PRD000923,Emprestimo Pessoal 0923,"R$ 1,038.49",BRL
PRD000924,Financiamento 0924,"$ 3,018.79",USD
PRD000925,Seguro 0925,"R$ 7,316.27",BRL
PRD000926,CDB 0926,"R$ 17,273.47",BRL
PRD000927,Fundo de Investimento 0927,"R$ 9,340.27",BRL
PRD000928,Cambio 0928,$ 409.84,USD
PRD000929,Previdencia 0929,"R$ 9,893.56",BRL
PRD000930,Titulo de Capitalizacao 0930,"R$ 5,522.03",BRL
PRD000931,Conta Digital 0931,"R$ 18,233.83",BRL
PRD000932,Cartao de Credito 0932,"$ 4,898.61",USD
PRD000933,Emprestimo Pessoal 0933,"R$ 17,247.26",BRL
PRD000934,Financiamento 0934,"R$ 10,925.96",BRL
PRD000935,Seguro 0935,"R$ 4,294.86",BRL
PRD000936,CDB 0936,"$ 3,469.83",USD
PRD000937,Fundo de Investimento 0937,"R$ 24,042.55",BRL
PRD000938,Cambio 0938,"R$ 8,294.52",BRL
PRD000939,Previdencia 0939,"R$ 23,119.10",BRL
PRD000940,Titulo de Capitalizacao 0940,"$ 5,082.19",USD
PRD000941,Conta Digital 0941,"R$ 4,656.73",BRL
PRD000942,Cartao de Credito 0942,"R$ 1,996.37",BRL
PRD000943,Emprestimo Pessoal 0943,"R$ 12,232.91",BRL
PRD000944,Financiamento 0944,"$ 2,930.44",USD
PRD000945,Seguro 0945,"R$ 3,244.73",BRL
PRD000946,CDB 0946,"R$ 10,187.29",BRL
PRD000947,Fundo de Investimento 0947,"R$ 4,923.16",BRL
PRD000948,Cambio 0948,"$ 3,431.17",USD
PRD000949,Previdencia 0949,"R$ 19,742.26",BRL
PRD000950,Titulo de Capitalizacao 0950,"R$ 2,759.07",BRL
PRD000951,Conta Digital 0951,"R$ 17,657.62",BRL
PRD000952,Cartao de Credito 0952,"$ 6,522.46",USD
PRD000953,Emprestimo Pessoal 0953,"R$ 21,496.21",BRL
PRD000954,Financiamento 0954,R$ 762.56,BRL
PRD000955,Seguro 0955,"R$ 19,052.15",BRL
PRD000956,CDB 0956,$ 587.46,USD
PRD000957,Fundo de Investimento 0957,"R$ 21,673.37",BRL
PRD000958,Cambio 0958,"R$ 1,952.24",BRL
PRD000959,Previdencia 0959,"R$ 3,453.55",BRL
PRD000960,Titulo de Capitalizacao 0960,"$ 7,189.41",USD
PRD000961,Conta Digital 0961,"R$ 5,525.14",BRL
PRD000962,Cartao de Credito 0962,"R$ 10,771.24",BRL
PRD000963,Emprestimo Pessoal 0963,"R$ 18,206.82",BRL
PRD000964,Financiamento 0964,"$ 2,256.17",USD
PRD000965,Seguro 0965,"R$ 1,361.60",BRL
PRD000966,CDB 0966,"R$ 9,246.00",BRL
PRD000967,Fundo de Investimento 0967,"R$ 11,823.49",BRL
PRD000968,Cambio 0968,"$ 2,961.81",USD
PRD000969,Previdencia 0969,"R$ 6,612.50",BRL
PRD000970,Titulo de Capitalizacao 0970,"R$ 23,179.23",BRL
PRD000971,Conta Digital 0971,"R$ 2,938.46",BRL
PRD000972,Cartao de Credito 0972,"$ 1,890.81",USD
PRD000973,Emprestimo Pessoal 0973,"R$ 22,081.05",BRL
PRD000974,Financiamento 0974,"R$ 22,984.55",BRL
PRD000975,Seguro 0975,"R$ 1,505.87",BRL
PRD000976,CDB 0976,"$ 3,074.67",USD
PRD000977,Fundo de Investimento 0977,"R$ 21,366.44",BRL
PRD000978,Cambio 0978,"R$ 3,570.84",BRL
PRD000979,Previdencia 0979,"R$ 2,878.62",BRL
PRD000980,Titulo de Capitalizacao 0980,"$ 7,272.65",USD
PRD000981,Conta Digital 0981,"R$ 24,931.19",BRL
PRD000982,Cartao de Credito 0982,"R$ 20,081.70",BRL
PRD000983,Emprestimo Pessoal 0983,"R$ 20,248.53",BRL
PRD000984,Financiamento 0984,"$ 1,307.41",USD
PRD000985,Seguro 0985,"R$ 12,494.17",BRL
PRD000986,CDB 0986,"R$ 20,038.10",BRL
PRD000987,Fundo de Investimento 0987,"R$ 8,406.33",BRL
PRD000988,Cambio 0988,"$ 3,373.59",USD
PRD000989,Previdencia 0989,"R$ 8,815.30",BRL
PRD000990,Titulo de Capitalizacao 0990,"R$ 10,900.57",BRL
PRD000991,Conta Digital 0991,"R$ 11,829.17",BRL
PRD000992,Cartao de Credito 0992,"$ 6,627.95",USD
PRD000993,Emprestimo Pessoal 0993,"R$ 21,518.34",BRL
PRD000994,Financiamento 0994,"R$ 22,441.60",BRL
PRD000995,Seguro 0995,"R$ 15,931.39",BRL
PRD000996,CDB 0996,"$ 5,752.25",USD
PRD000997,Fundo de Investimento 0997,"R$ 23,312.80",BRL
PRD000998,Cambio 0998,"R$ 17,423.42",BRL
PRD000999,Previdencia 0999,"R$ 16,830.52",BRL
PRD001000,Titulo de Capitalizacao 1000,$ 210.73,USD
PRD001001,Conta Digital 1001,"R$ 13,763.41",BRL
PRD001002,Cartao de Credito 1002,"R$ 24,185.03",BRL
PRD001003,Emprestimo Pessoal 1003,"R$ 2,334.66",BRL
PRD001004,Financiamento 1004,"$ 2,430.42",USD
PRD001005,Seguro 1005,"R$ 3,284.13",BRL
PRD001006,CDB 1006,"R$ 21,494.70",BRL
PRD001007,Fundo de Investimento 1007,"R$ 21,019.74",BRL
PRD001008,Cambio 1008,"$ 1,561.04",USD
PRD001009,Previdencia 1009,"R$ 13,248.94",BRL
PRD001010,Titulo de Capitalizacao 1010,"R$ 7,316.58",BRL
PRD001011,Conta Digital 1011,"R$ 1,860.21",BRL
PRD001012,Cartao de Credito 1012,"$ 1,981.26",USD
PRD001013,Emprestimo Pessoal 1013,"R$ 6,897.89",BRL
PRD001014,Financiamento 1014,"R$ 10,168.00",BRL
PRD001015,Seguro 1015,"R$ 8,579.11",BRL
PRD001016,CDB 1016,"$ 3,236.26",USD
PRD001017,Fundo de Investimento 1017,"R$ 6,494.69",BRL
PRD001018,Cambio 1018,"R$ 11,380.53",BRL
PRD001019,Previdencia 1019,"R$ 1,533.18",BRL
PRD001020,Titulo de Capitalizacao 1020,"$ 3,923.11",USD
PRD001021,Conta Digital 1021,"R$ 10,512.85",BRL
PRD001022,Cartao de Credito 1022,"R$ 7,871.77",BRL
PRD001023,Emprestimo Pessoal 1023,"R$ 1,634.40",BRL
PRD001024,Financiamento 1024,"$ 5,953.39",USD
PRD001025,Seguro 1025,"R$ 20,184.98",BRL
PRD001026,CDB 1026,"R$ 17,122.31",BRL
PRD001027,Fundo de Investimento 1027,"R$ 5,239.04",BRL
PRD001028,Cambio 1028,"$ 3,358.82",USD
PRD001029,Previdencia 1029,"R$ 12,071.59",BRL
PRD001030,Titulo de Capitalizacao 1030,"R$ 4,536.24",BRL
PRD001031,Conta Digital 1031,"R$ 10,484.89",BRL
PRD001032,Cartao de Credito 1032,"$ 6,350.34",USD
PRD001033,Emprestimo Pessoal 1033,"R$ 8,850.98",BRL
PRD001034,Financiamento 1034,"R$ 8,204.01",BRL
PRD001035,Seguro 1035,R$ 185.12,BRL
PRD001036,CDB 1036,"$ 4,448.51",USD
PRD001037,Fundo de Investimento 1037,"R$ 5,313.06",BRL
PRD001038,Cambio 1038,"R$ 21,780.64",BRL
PRD001039,Previdencia 1039,"R$ 7,549.49",BRL
PRD001040,Titulo de Capitalizacao 1040,"$ 3,107.87",USD
PRD001041,Conta Digital 1041,"R$ 21,049.22",BRL
PRD001042,Cartao de Credito 1042,"R$ 6,557.14",BRL
PRD001043,Emprestimo Pessoal 1043,"R$ 3,428.75",BRL
PRD001044,Financiamento 1044,$ 892.39,USD
PRD001045,Seguro 1045,"R$ 24,210.36",BRL
PRD001046,CDB 1046,"R$ 17,658.90",BRL
PRD001047,Fundo de Investimento 1047,"R$ 19,978.59",BRL
PRD001048,Cambio 1048,"$ 3,607.19",USD
PRD001049,Previdencia 1049,"R$ 18,667.18",BRL
PRD001050,Titulo de Capitalizacao 1050,"R$ 4,093.46",BRL
PRD001051,Conta Digital 1051,"R$ 14,321.51",BRL
PRD001052,Cartao de Credito 1052,"$ 3,864.71",USD
PRD001053,Emprestimo Pessoal 1053,"R$ 8,504.46",BRL
PRD001054,Financiamento 1054,"R$ 22,281.49",BRL
PRD001055,Seguro 1055,"R$ 20,651.99",BRL
PRD001056,CDB 1056,"$ 1,433.99",USD
PRD001057,Fundo de Investimento 1057,"R$ 16,848.06",BRL
PRD001058,Cambio 1058,"R$ 18,008.57",BRL
PRD001059,Previdencia 1059,"R$ 1,878.87",BRL
PRD001060,Titulo de Capitalizacao 1060,"$ 5,929.24",USD
PRD001061,Conta Digital 1061,"R$ 13,207.42",BRL
PRD001062,Cartao de Credito 1062,"R$ 13,970.70",BRL
PRD001063,Emprestimo Pessoal 1063,"R$ 3,143.01",BRL
PRD001064,Financiamento 1064,"$ 1,337.19",USD
PRD001065,Seguro 1065,"R$ 7,486.05",BRL
PRD001066,CDB 1066,"R$ 21,050.62",BRL
PRD001067,Fundo de Investimento 1067,"R$ 19,564.10",BRL
PRD001068,Cambio 1068,"$ 5,934.95",USD
PRD001069,Previdencia 1069,"R$ 18,968.16",BRL
PRD001070,Titulo de Capitalizacao 1070,"R$ 17,513.42",BRL
PRD001071,Conta Digital 1071,"R$ 20,364.43",BRL
PRD001072,Cartao de Credito 1072,$ 717.21,USD
PRD001073,Emprestimo Pessoal 1073,"R$ 2,204.50",BRL
PRD001074,Financiamento 1074,"R$ 22,608.37",BRL
PRD001075,Seguro 1075,"R$ 6,023.91",BRL
PRD001076,CDB 1076,"$ 1,712.80",USD
PRD001077,Fundo de Investimento 1077,R$ 312.56,BRL
PRD001078,Cambio 1078,"R$ 12,711.54",BRL
PRD001079,Previdencia 1079,"R$ 21,514.75",BRL
PRD001080,Titulo de Capitalizacao 1080,"$ 7,090.31",USD
PRD001081,Conta Digital 1081,"R$ 14,853.21",BRL
PRD001082,Cartao de Credito 1082,"R$ 17,849.28",BRL
PRD001083,Emprestimo Pessoal 1083,"R$ 8,610.99",BRL
PRD001084,Financiamento 1084,"$ 6,691.86",USD
PRD001085,Seguro 1085,"R$ 23,942.81",BRL
PRD001086,CDB 1086,"R$ 3,608.88",BRL
PRD001087,Fundo de Investimento 1087,"R$ 4,939.56",BRL
PRD001088,Cambio 1088,"$ 3,955.37",USD
PRD001089,Previdencia 1089,"R$ 1,126.50",BRL
PRD001090,Titulo de Capitalizacao 1090,R$ 771.51,BRL
PRD001091,Conta Digital 1091,"R$ 4,929.94",BRL
PRD001092,Cartao de Credito 1092,"$ 4,206.67",USD
PRD001093,Emprestimo Pessoal 1093,"R$ 15,362.74",BRL
PRD001094,Financiamento 1094,"R$ 10,101.63",BRL
PRD001095,Seguro 1095,"R$ 19,643.22",BRL
PRD001096,CDB 1096,"$ 6,467.40",USD
PRD001097,Fundo de Investimento 1097,"R$ 12,165.93",BRL
PRD001098,Cambio 1098,"R$ 18,525.49",BRL
PRD001099,Previdencia 1099,"R$ 22,232.72",BRL
PRD001100,Titulo de Capitalizacao 1100,"$ 5,311.09",USD
PRD001101,Conta Digital 1101,"R$ 14,720.62",BRL
PRD001102,Cartao de Credito 1102,"R$ 12,599.38",BRL
PRD001103,Emprestimo Pessoal 1103,"R$ 24,439.75",BRL
PRD001104,Financiamento 1104,"$ 3,278.01",USD
PRD001105,Seguro 1105,"R$ 18,309.62",BRL
PRD001106,CDB 1106,"R$ 23,204.97",BRL
PRD001107,Fundo de Investimento 1107,"R$ 21,681.19",BRL
PRD001108,Cambio 1108,"$ 6,509.44",USD
PRD001109,Previdencia 1109,"R$ 21,373.54",BRL
PRD001110,Titulo de Capitalizacao 1110,"R$ 7,668.33",BRL
PRD001111,Conta Digital 1111,"R$ 10,121.71",BRL
PRD001112,Cartao de Credito 1112,"$ 5,451.64",USD
PRD001113,Emprestimo Pessoal 1113,"R$ 11,442.05",BRL
PRD001114,Financiamento 1114,"R$ 20,421.17",BRL
PRD001115,Seguro 1115,"R$ 8,824.70",BRL
PRD001116,CDB 1116,"$ 2,415.29",USD
PRD001117,Fundo de Investimento 1117,"R$ 8,139.89",BRL
PRD001118,Cambio 1118,"R$ 8,924.46",BRL
PRD001119,Previdencia 1119,"R$ 4,085.64",BRL
PRD001120,Titulo de Capitalizacao 1120,$ 862.16,USD
PRD001121,Conta Digital 1121,"R$ 3,614.47",BRL
PRD001122,Cartao de Credito 1122,"R$ 19,589.25",BRL
PRD001123,Emprestimo Pessoal 1123,"R$ 9,553.19",BRL
PRD001124,Financiamento 1124,"$ 3,491.95",USD
PRD001125,Seguro 1125,"R$ 6,444.46",BRL
PRD001126,CDB 1126,"R$ 5,279.33",BRL
PRD001127,Fundo de Investimento 1127,"R$ 17,958.99",BRL
PRD001128,Cambio 1128,"$ 5,679.78",USD
PRD001129,Previdencia 1129,"R$ 6,215.77",BRL
PRD001130,Titulo de Capitalizacao 1130,"R$ 18,397.73",BRL
PRD001131,Conta Digital 1131,"R$ 23,229.69",BRL
PRD001132,Cartao de Credito 1132,"$ 4,008.52",USD
PRD001133,Emprestimo Pessoal 1133,"R$ 4,981.61",BRL
PRD001134,Financiamento 1134,"R$ 16,656.58",BRL
PRD001135,Seguro 1135,"R$ 11,810.77",BRL
PRD001136,CDB 1136,"$ 1,163.38",USD
PRD001137,Fundo de Investimento 1137,"R$ 11,975.59",BRL
PRD001138,Cambio 1138,"R$ 23,082.98",BRL
PRD001139,Previdencia 1139,"R$ 3,400.90",BRL
PRD001140,Titulo de Capitalizacao 1140,"$ 1,832.57",USD
PRD001141,Conta Digital 1141,"R$ 4,168.45",BRL
PRD001142,Cartao de Credito 1142,"R$ 22,075.44",BRL
PRD001143,Emprestimo Pessoal 1143,"R$ 14,094.71",BRL
PRD001144,Financiamento 1144,"$ 3,265.57",USD
PRD001145,Seguro 1145,"R$ 21,693.28",BRL
PRD001146,CDB 1146,"R$ 6,426.07",BRL
PRD001147,Fundo de Investimento 1147,"R$ 16,258.14",BRL
PRD001148,Cambio 1148,"$ 3,271.04",USD
PRD001149,Previdencia 1149,"R$ 18,201.25",BRL
PRD001150,Titulo de Capitalizacao 1150,"R$ 20,262.80",BRL
PRD001151,Conta Digital 1151,"R$ 3,963.48",BRL
PRD001152,Cartao de Credito 1152,"$ 6,222.43",USD
PRD001153,Emprestimo Pessoal 1153,"R$ 19,129.45",BRL
PRD001154,Financiamento 1154,"R$ 16,623.38",BRL
PRD001155,Seguro 1155,"R$ 20,897.59",BRL
PRD001156,CDB 1156,"$ 1,132.52",USD
PRD001157,Fundo de Investimento 1157,"R$ 15,672.61",BRL
PRD001158,Cambio 1158,"R$ 11,490.84",BRL
PRD001159,Previdencia 1159,"R$ 18,002.62",BRL
PRD001160,Titulo de Capitalizacao 1160,"$ 5,101.57",USD
PRD001161,Conta Digital 1161,"R$ 17,687.04",BRL
PRD001162,Cartao de Credito 1162,"R$ 11,554.35",BRL
PRD001163,Emprestimo Pessoal 1163,"R$ 7,246.85",BRL
PRD001164,Financiamento 1164,"$ 7,026.68",USD
PRD001165,Seguro 1165,"R$ 2,263.26",BRL
PRD001166,CDB 1166,"R$ 20,095.68",BRL
PRD001167,Fundo de Investimento 1167,"R$ 23,247.30",BRL
PRD001168,Cambio 1168,"$ 3,244.61",USD
PRD001169,Previdencia 1169,"R$ 17,768.00",BRL
PRD001170,Titulo de Capitalizacao 1170,"R$ 20,724.24",BRL
PRD001171,Conta Digital 1171,"R$ 8,645.02",BRL
PRD001172,Cartao de Credito 1172,"$ 3,621.31",USD
PRD001173,Emprestimo Pessoal 1173,"R$ 9,368.44",BRL
PRD001174,Financiamento 1174,"R$ 15,558.49",BRL
PRD001175,Seguro 1175,"R$ 22,491.43",BRL
PRD001176,CDB 1176,"$ 1,817.58",USD
PRD001177,Fundo de Investimento 1177,"R$ 10,920.00",BRL
PRD001178,Cambio 1178,"R$ 6,793.85",BRL
PRD001179,Previdencia 1179,"R$ 6,404.80",BRL
PRD001180,Titulo de Capitalizacao 1180,$ 752.63,USD
PRD001181,Conta Digital 1181,"R$ 3,864.13",BRL
PRD001182,Cartao de Credito 1182,"R$ 21,676.68",BRL
PRD001183,Emprestimo Pessoal 1183,"R$ 1,668.10",BRL
PRD001184,Financiamento 1184,"$ 5,810.77",USD
PRD001185,Seguro 1185,"R$ 23,039.42",BRL
PRD001186,CDB 1186,"R$ 8,281.57",BRL
PRD001187,Fundo de Investimento 1187,"R$ 7,119.16",BRL
PRD001188,Cambio 1188,"$ 4,699.42",USD
PRD001189,Previdencia 1189,"R$ 4,382.60",BRL
PRD001190,Titulo de Capitalizacao 1190,"R$ 9,557.18",BRL
PRD001191,Conta Digital 1191,"R$ 9,297.64",BRL
PRD001192,Cartao de Credito 1192,"$ 4,243.53",USD
PRD001193,Emprestimo Pessoal 1193,"R$ 8,978.67",BRL
PRD001194,Financiamento 1194,"R$ 5,178.35",BRL
PRD001195,Seguro 1195,"R$ 2,870.76",BRL
PRD001196,CDB 1196,"$ 3,518.82",USD
PRD001197,Fundo de Investimento 1197,"R$ 20,363.01",BRL
PRD001198,Cambio 1198,"R$ 19,846.02",BRL
PRD001199,Previdencia 1199,"R$ 10,163.49",BRL
PRD001200,Titulo de Capitalizacao 1200,"$ 3,607.88",USD
PRD001201,Conta Digital 1201,"R$ 20,835.35",BRL
PRD001202,Cartao de Credito 1202,"R$ 6,637.76",BRL
PRD001203,Emprestimo Pessoal 1203,"R$ 12,044.62",BRL
PRD001204,Financiamento 1204,"$ 6,566.59",USD
PRD001205,Seguro 1205,"R$ 19,307.90",BRL
PRD001206,CDB 1206,"R$ 18,605.68",BRL
PRD001207,Fundo de Investimento 1207,"R$ 16,690.54",BRL
PRD001208,Cambio 1208,"$ 3,896.44",USD
PRD001209,Previdencia 1209,"R$ 7,660.63",BRL
PRD001210,Titulo de Capitalizacao 1210,"R$ 15,286.26",BRL
PRD001211,Conta Digital 1211,"R$ 22,272.52",BRL
PRD001212,Cartao de Credito 1212,"$ 4,700.90",USD
PRD001213,Emprestimo Pessoal 1213,"R$ 24,118.43",BRL
PRD001214,Financiamento 1214,"R$ 9,730.21",BRL
PRD001215,Seguro 1215,"R$ 10,121.34",BRL
PRD001216,CDB 1216,"$ 3,872.77",USD
PRD001217,Fundo de Investimento 1217,"R$ 21,492.97",BRL
PRD001218,Cambio 1218,"R$ 6,823.31",BRL
PRD001219,Previdencia 1219,"R$ 7,958.41",BRL
PRD001220,Titulo de Capitalizacao 1220,$ 911.71,USD
PRD001221,Conta Digital 1221,"R$ 12,006.43",BRL
PRD001222,Cartao de Credito 1222,"R$ 9,127.22",BRL
PRD001223,Emprestimo Pessoal 1223,"R$ 10,118.10",BRL
PRD001224,Financiamento 1224,$ 83.67,USD
PRD001225,Seguro 1225,"R$ 20,271.91",BRL
PRD001226,CDB 1226,"R$ 15,479.65",BRL
PRD001227,Fundo de Investimento 1227,"R$ 8,358.61",BRL
PRD001228,Cambio 1228,"$ 5,585.64",USD
PRD001229,Previdencia 1229,R$ 615.00,BRL
PRD001230,Titulo de Capitalizacao 1230,"R$ 1,528.72",BRL
PRD001231,Conta Digital 1231,"R$ 6,206.68",BRL
PRD001232,Cartao de Credito 1232,"$ 5,031.61",USD
PRD001233,Emprestimo Pessoal 1233,"R$ 9,908.33",BRL
PRD001234,Financiamento 1234,"R$ 8,459.27",BRL
PRD001235,Seguro 1235,"R$ 7,604.01",BRL
PRD001236,CDB 1236,"$ 4,162.57",USD
PRD001237,Fundo de Investimento 1237,"R$ 13,405.00",BRL
PRD001238,Cambio 1238,"R$ 7,245.30",BRL
PRD001239,Previdencia 1239,"R$ 18,514.92",BRL
PRD001240,Titulo de Capitalizacao 1240,"$ 2,147.34",USD
PRD001241,Conta Digital 1241,"R$ 14,910.44",BRL
PRD001242,Cartao de Credito 1242,"R$ 15,233.97",BRL
PRD001243,Emprestimo Pessoal 1243,"R$ 10,884.23",BRL
PRD001244,Financiamento 1244,"$ 3,954.69",USD
PRD001245,Seguro 1245,"R$ 12,642.68",BRL
PRD001246,CDB 1246,"R$ 19,614.23",BRL
PRD001247,Fundo de Investimento 1247,"R$ 7,815.97",BRL
PRD001248,Cambio 1248,"$ 5,672.14",USD
PRD001249,Previdencia 1249,"R$ 18,767.92",BRL
PRD001250,Titulo de Capitalizacao 1250,"R$ 3,918.54",BRL
PRD001251,Conta Digital 1251,"R$ 12,755.82",BRL
PRD001252,Cartao de Credito 1252,"$ 5,883.44",USD
PRD001253,Emprestimo Pessoal 1253,"R$ 10,989.00",BRL
PRD001254,Financiamento 1254,"R$ 16,297.16",BRL
PRD001255,Seguro 1255,"R$ 23,325.24",BRL
PRD001256,CDB 1256,"$ 1,127.92",USD
PRD001257,Fundo de Investimento 1257,"R$ 10,432.72",BRL
PRD001258,Cambio 1258,"R$ 17,242.26",BRL
PRD001259,Previdencia 1259,"R$ 13,667.39",BRL
PRD001260,Titulo de Capitalizacao 1260,"$ 5,921.60",USD
PRD001261,Conta Digital 1261,"R$ 7,970.74",BRL
PRD001262,Cartao de Credito 1262,"R$ 13,100.32",BRL
PRD001263,Emprestimo Pessoal 1263,"R$ 13,490.05",BRL
PRD001264,Financiamento 1264,$ 573.82,USD
PRD001265,Seguro 1265,"R$ 24,036.27",BRL
PRD001266,CDB 1266,"R$ 9,237.21",BRL
PRD001267,Fundo de Investimento 1267,"R$ 6,405.07",BRL
PRD001268,Cambio 1268,"$ 6,229.21",USD
PRD001269,Previdencia 1269,"R$ 5,821.89",BRL
PRD001270,Titulo de Capitalizacao 1270,"R$ 24,738.73",BRL
PRD001271,Conta Digital 1271,"R$ 8,084.23",BRL
PRD001272,Cartao de Credito 1272,"$ 3,539.16",USD
PRD001273,Emprestimo Pessoal 1273,"R$ 12,994.14",BRL
PRD001274,Financiamento 1274,"R$ 21,627.33",BRL
PRD001275,Seguro 1275,"R$ 17,181.03",BRL
PRD001276,CDB 1276,"$ 3,273.64",USD
PRD001277,Fundo de Investimento 1277,"R$ 24,708.91",BRL
PRD001278,Cambio 1278,"R$ 9,124.23",BRL
PRD001279,Previdencia 1279,"R$ 19,968.63",BRL
PRD001280,Titulo de Capitalizacao 1280,"$ 1,623.79",USD
PRD001281,Conta Digital 1281,"R$ 12,034.28",BRL
PRD001282,Cartao de Credito 1282,"R$ 24,747.41",BRL
PRD001283,Emprestimo Pessoal 1283,"R$ 13,779.92",BRL
PRD001284,Financiamento 1284,"$ 2,095.78",USD
PRD001285,Seguro 1285,"R$ 7,562.32",BRL
PRD001286,CDB 1286,"R$ 6,087.89",BRL
PRD001287,Fundo de Investimento 1287,"R$ 17,997.02",BRL
PRD001288,Cambio 1288,"$ 2,648.60",USD
PRD001289,Previdencia 1289,"R$ 15,543.88",BRL
PRD001290,Titulo de Capitalizacao 1290,"R$ 7,268.28",BRL
PRD001291,Conta Digital 1291,"R$ 2,912.06",BRL
PRD001292,Cartao de Credito 1292,"$ 3,598.85",USD
PRD001293,Emprestimo Pessoal 1293,"R$ 2,184.17",BRL
PRD001294,Financiamento 1294,"R$ 2,348.60",BRL
PRD001295,Seguro 1295,"R$ 13,522.14",BRL
PRD001296,CDB 1296,$ 79.62,USD
PRD001297,Fundo de Investimento 1297,"R$ 2,012.11",BRL
PRD001298,Cambio 1298,"R$ 9,922.06",BRL
PRD001299,Previdencia 1299,"R$ 6,774.65",BRL
PRD001300,Titulo de Capitalizacao 1300,"$ 5,527.20",USD
PRD001301,Conta Digital 1301,"R$ 12,578.89",BRL
PRD001302,Cartao de Credito 1302,"R$ 3,646.09",BRL
PRD001303,Emprestimo Pessoal 1303,"R$ 15,447.29",BRL
PRD001304,Financiamento 1304,"$ 2,086.26",USD
PRD001305,Seguro 1305,"R$ 18,143.93",BRL
PRD001306,CDB 1306,"R$ 16,069.64",BRL
PRD001307,Fundo de Investimento 1307,"R$ 6,192.33",BRL
PRD001308,Cambio 1308,"$ 2,462.61",USD
PRD001309,Previdencia 1309,"R$ 11,373.79",BRL
PRD001310,Titulo de Capitalizacao 1310,"R$ 20,477.85",BRL
PRD001311,Conta Digital 1311,"R$ 22,554.22",BRL
PRD001312,Cartao de Credito 1312,$ 961.03,USD
PRD001313,Emprestimo Pessoal 1313,"R$ 10,790.07",BRL
PRD001314,Financiamento 1314,"R$ 5,046.70",BRL
PRD001315,Seguro 1315,"R$ 1,237.48",BRL
PRD001316,CDB 1316,$ 687.25,USD
PRD001317,Fundo de Investimento 1317,"R$ 14,303.12",BRL
PRD001318,Cambio 1318,"R$ 5,048.37",BRL
PRD001319,Previdencia 1319,"R$ 14,970.84",BRL
PRD001320,Titulo de Capitalizacao 1320,"$ 3,348.56",USD
PRD001321,Conta Digital 1321,"R$ 2,481.11",BRL
PRD001322,Cartao de Credito 1322,"R$ 11,113.19",BRL
PRD001323,Emprestimo Pessoal 1323,"R$ 1,534.34",BRL
PRD001324,Financiamento 1324,"$ 2,296.18",USD
PRD001325,Seguro 1325,"R$ 10,974.05",BRL
PRD001326,CDB 1326,"R$ 9,407.73",BRL
PRD001327,Fundo de Investimento 1327,"R$ 20,671.44",BRL
PRD001328,Cambio 1328,"$ 3,617.19",USD
PRD001329,Previdencia 1329,"R$ 12,464.41",BRL
PRD001330,Titulo de Capitalizacao 1330,"R$ 24,099.90",BRL
PRD001331,Conta Digital 1331,"R$ 5,550.66",BRL
PRD001332,Cartao de Credito 1332,"$ 6,079.33",USD
PRD001333,Emprestimo Pessoal 1333,"R$ 2,099.16",BRL
PRD001334,Financiamento 1334,"R$ 7,301.65",BRL
PRD001335,Seguro 1335,"R$ 23,107.75",BRL
PRD001336,CDB 1336,"$ 4,844.89",USD
PRD001337,Fundo de Investimento 1337,"R$ 1,783.49",BRL
PRD001338,Cambio 1338,"R$ 13,724.45",BRL
PRD001339,Previdencia 1339,"R$ 16,173.40",BRL
PRD001340,Titulo de Capitalizacao 1340,"$ 4,441.04",USD
PRD001341,Conta Digital 1341,"R$ 21,517.36",BRL
PRD001342,Cartao de Credito 1342,"R$ 5,087.08",BRL
PRD001343,Emprestimo Pessoal 1343,"R$ 12,668.60",BRL
PRD001344,Financiamento 1344,"$ 3,787.37",USD
PRD001345,Seguro 1345,"R$ 18,069.16",BRL
PRD001346,CDB 1346,"R$ 8,892.35",BRL
PRD001347,Fundo de Investimento 1347,"R$ 24,832.10",BRL
PRD001348,Cambio 1348,"$ 6,124.56",USD
