ID_Transacao,ID_Produto,ID_Cliente,Data_Transacao,Canal_Compra
TRX00004916,PRD001557,CLI000536,28/12/2016,Agencia
TRX00004917,PRD000075,CLI000075,10/01/2026,Agencia
TRX00004918,PRD000286,CLI000374,11/06/2026,App
TRX00004919,PRD001241,CLI000241,15/05/2014,App
TRX00004920,PRD001831,CLI000634,15/02/2025,Agencia
TRX00004921,PRD001096,CLI000945,14/08/2021,App
TRX00004922,PRD000460,CLI000207,26/06/2021,App
TRX00004923,PRD001436,CLI000882,12/01/2024,Agencia
TRX00004924,PRD000635,CLI000635,18/09/2025,Agencia
TRX00004925,PRD001251,CLI000989,01/02/2017,App
TRX00004926,PRD001305,CLI000098,17/10/2024,App
TRX00004927,PRD000486,CLI000382,18/09/2020,Agencia
TRX00004928,PRD001098,CLI000293,13/10/2025,App
TRX00004929,PRD000780,CLI000589,05/12/2024,App
TRX00004930,PRD001964,CLI000390,18/10/2023,Agencia
TRX00004931,PRD000146,CLI000133,20/07/2024,Agencia
TRX00004932,PRD000861,CLI000823,02/01/2024,Agencia
TRX00004933,PRD001550,CLI000283,01/03/2026,App
TRX00004934,PRD000772,CLI000071,18/08/2026,App
TRX00004935,PRD001689,CLI000689,31/01/2022,Agencia
TRX00004936,PRD001830,CLI000020,04/08/2011,App
TRX00004937,PRD000893,CLI000745,12/04/2020,App
TRX00004938,PRD000654,CLI000243,27/12/2024,Agencia
TRX00004939,PRD000226,CLI000613,02/12/2021,App
TRX00004940,PRD000754,CLI000154,23/09/2025,App
TRX00004941,PRD001968,CLI000968,24/06/2021,App
TRX00004942,PRD001108,CLI000258,16/12/2021,App
TRX00004943,PRD001706,CLI000558,10/12/2022,App
TRX00004944,PRD000502,CLI000007,07/07/2026,App
TRX00004945,PRD001496,CLI000997,14/12/2019,App
TRX00004946,PRD000280,CLI000445,13/08/2026,App
TRX00004947,PRD001830,CLI000114,07/04/2023,App
TRX00004948,PRD000408,CLI000224,21/07/2024,App
TRX00004949,PRD000552,CLI000763,18/10/2025,App
TRX00004950,PRD001479,CLI000479,17/08/2026,App
TRX00004951,PRD000975,CLI000669,09/06/2020,Agencia
TRX00004952,PRD001189,CLI000189,26/08/2020,App
TRX00004953,PRD000053,CLI000573,09/11/2025,App
TRX00004954,PRD001414,CLI000912,13/09/2022,Agencia
TRX00004955,PRD000407,CLI000407,08/11/2017,App
TRX00004956,PRD000378,CLI000462,09/09/2025,Agencia
TRX00004957,PRD001866,CLI000440,10/04/2022,App
TRX00004958,PRD001524,CLI000524,13/08/2014,App
TRX00004959,PRD000874,CLI000819,08/09/2022,App
TRX00004960,PRD000883,CLI000672,15/06/2021,App
TRX00004961,PRD000303,CLI000233,01/07/2025,App
TRX00004962,PRD001146,CLI000146,21/09/2018,App
TRX00004963,PRD001104,CLI000241,17/11/2013,App
TRX00004964,PRD001364,CLI000290,10/12/2021,App
TRX00004965,PRD001973,CLI000846,13/02/2026,App
TRX00004966,PRD000929,CLI000929,01/03/2023,App
TRX00004967,PRD001673,CLI000673,10/01/2018,Agencia
TRX00004968,PRD000285,CLI000225,23/05/2026,Agencia
TRX00004969,PRD000208,CLI000208,21/02/2018,Agencia
TRX00004970,PRD001897,CLI000226,08/06/2025,App
TRX00004971,PRD000519,CLI000459,24/11/2018,App
TRX00004972,PRD000238,CLI000927,22/09/2015,App
TRX00004973,PRD000755,CLI000297,28/02/2026,App
TRX00004974,PRD000097,CLI000097,25/05/2023,Agencia
TRX00004975,PRD001694,CLI000064,10/04/2024,App
TRX00004976,PRD000611,CLI000611,05/06/2026,Agencia
TRX00004977,PRD000470,CLI000338,25/07/2021,Agencia
TRX00004978,PRD001178,CLI000774,04/12/2021,App
TRX00004979,PRD000597,CLI000665,11/12/2025,App
TRX00004980,PRD000640,CLI000135,26/07/2022,Agencia
TRX00004981,PRD000994,CLI000028,02/01/2025,App
TRX00004982,PRD001990,CLI000415,13/08/2026,Agencia
TRX00004983,PRD001761,CLI000205,20/03/2020,App
TRX00004984,PRD001080,CLI000993,25/06/2024,Agencia
TRX00004985,PRD000884,CLI000377,25/07/2025,App
TRX00004986,PRD001103,CLI000966,11/01/2023,App
TRX00004987,PRD001862,CLI000306,25/06/2025,Agencia
TRX00004988,PRD001208,CLI000389,01/10/2016,App
TRX00004989,PRD000787,CLI000787,28/04/2023,Agencia
TRX00004990,PRD001357,CLI000902,24/12/2024,App
TRX00004991,PRD000513,CLI000303,24/06/2024,Agencia
TRX00004992,PRD001540,CLI000809,02/05/2026,App
TRX00004993,PRD001755,CLI000713,17/05/2023,Agencia
TRX00004994,PRD001853,CLI000853,11/11/2023,App
TRX00004995,PRD000342,CLI000558,02/08/2025,App
TRX00004996,PRD001834,CLI000834,11/02/2025,Agencia
TRX00004997,PRD000339,CLI000951,15/06/2016,Agencia
TRX00004998,PRD001240,CLI000240,14/11/2019,App
TRX00004999,PRD000393,CLI000115,25/03/2018,App
TRX00005000,PRD000763,CLI000238,16/08/2024,App
TRX00005001,PRD000245,CLI000293,15/02/2026,App
TRX00005002,PRD000766,CLI000746,14/05/2022,App
TRX00005003,PRD001685,CLI000032,30/12/2019,App
TRX00005004,PRD001763,CLI000810,10/05/2025,App
TRX00005005,PRD001562,CLI000193,02/12/2018,App
TRX00005006,PRD000944,CLI000174,06/06/2026,App
TRX00005007,PRD001182,CLI000193,13/11/2018,App
TRX00005008,PRD000326,CLI000065,06/05/2014,App
TRX00005009,PRD001177,CLI000571,22/06/2026,Agencia
TRX00005010,PRD001059,CLI000767,12/10/2024,App
TRX00005011,PRD001322,CLI000090,11/05/2016,Agencia
TRX00005012,PRD000561,CLI000552,19/02/2023,App
TRX00005013,PRD000083,CLI000021,04/10/2024,Agencia
TRX00005014,PRD000420,CLI000827,30/11/2024,App
TRX00005015,PRD000743,CLI000743,19/08/2026,App
TRX00005016,PRD001471,CLI000219,20/04/2023,App
TRX00005017,PRD001763,CLI000763,21/03/2025,App
TRX00005018,PRD001767,CLI000715,27/05/2019,Agencia
TRX00005019,PRD000172,CLI000949,01/05/2026,App
TRX00005020,PRD001983,CLI000983,04/07/2026,App
TRX00005021,PRD001382,CLI000267,03/02/2020,App
TRX00005022,PRD000886,CLI000079,20/07/2024,App
TRX00005023,PRD000618,CLI000738,04/01/2026,App
TRX00005024,PRD000209,CLI000209,07/08/2026,App
TRX00005025,PRD000416,CLI000339,25/10/2015,Agencia
TRX00005026,PRD000040,CLI000040,25/06/2026,Agencia
TRX00005027,PRD000240,CLI000919,11/07/2025,Agencia
TRX00005028,PRD001960,CLI000732,05/08/2026,App
TRX00005029,PRD000698,CLI000687,24/08/2020,App
TRX00005030,PRD001555,CLI000998,09/11/2021,Agencia
TRX00005031,PRD000818,CLI000994,08/06/2022,App
TRX00005032,PRD000502,CLI000854,18/03/2023,Agencia
TRX00005033,PRD000425,CLI000931,08/02/2015,App
TRX00005034,PRD000204,CLI000307,11/03/2024,App
TRX00005035,PRD000183,CLI000471,27/03/2025,Agencia
TRX00005036,PRD000042,CLI000159,14/05/2026,App
TRX00005037,PRD000156,CLI000156,24/03/2021,App
TRX00005038,PRD001979,CLI000518,19/02/2020,Agencia
TRX00005039,PRD001398,CLI000449,28/04/2021,App
TRX00005040,PRD000704,CLI000068,04/06/2021,App
TRX00005041,PRD000925,CLI000067,24/12/2025,App
TRX00005042,PRD000961,CLI000961,14/04/2025,App
TRX00005043,PRD001731,CLI000169,04/05/2025,Agencia
TRX00005044,PRD001375,CLI000235,22/08/2016,App
TRX00005045,PRD001603,CLI000007,24/04/2023,App
TRX00005046,PRD000539,CLI000166,22/02/2026,Agencia
TRX00005047,PRD000708,CLI000881,22/04/2024,App
TRX00005048,PRD000173,CLI000199,25/06/2016,Agencia
TRX00005049,PRD001052,CLI000409,11/04/2026,App
TRX00005050,PRD001932,CLI000759,11/05/2024,App
TRX00005051,PRD000110,CLI000297,26/04/2026,App
TRX00005052,PRD001301,CLI000301,09/08/2022,App
TRX00005053,PRD001032,CLI000032,28/12/2021,Agencia
TRX00005054,PRD001883,CLI000657,18/07/2026,App
TRX00005055,PRD000124,CLI000901,18/06/2012,App
TRX00005056,PRD001657,CLI000632,20/02/2018,App
TRX00005057,PRD001862,CLI000648,28/09/2022,App
TRX00005058,PRD001243,CLI000314,10/10/2014,App
TRX00005059,PRD001028,CLI000886,11/10/2025,App
TRX00005060,PRD000658,CLI000630,17/12/2023,App
TRX00005061,PRD000006,CLI000989,01/10/2023,App
TRX00005062,PRD000559,CLI000559,18/04/2022,App
TRX00005063,PRD001242,CLI000978,15/08/2026,App
TRX00005064,PRD000325,CLI000325,21/08/2025,App
TRX00005065,PRD000210,CLI000594,26/11/2022,App
TRX00005066,PRD001275,CLI000523,13/07/2017,App
TRX00005067,PRD001528,CLI000528,11/02/2023,App
TRX00005068,PRD000737,CLI000244,17/03/2026,App
TRX00005069,PRD000273,CLI000282,31/03/2024,Agencia
TRX00005070,PRD000094,CLI000612,06/01/2019,App
TRX00005071,PRD000943,CLI000943,05/11/2025,App
TRX00005072,PRD001753,CLI000523,06/12/2022,Agencia
TRX00005073,PRD001991,CLI000512,12/04/2020,App
TRX00005074,PRD001077,CLI000114,27/06/2013,Agencia
TRX00005075,PRD000954,CLI000501,01/01/2022,App
TRX00005076,PRD000812,CLI000296,10/11/2019,App
TRX00005077,PRD001592,CLI000236,15/03/2024,App
TRX00005078,PRD000378,CLI000559,15/05/2026,Agencia
TRX00005079,PRD001014,CLI000864,20/09/2015,App
TRX00005080,PRD001800,CLI000471,23/06/2026,Agencia
TRX00005081,PRD000023,CLI000707,03/04/2026,Agencia
TRX00005082,PRD001148,CLI000148,03/05/2020,App
TRX00005083,PRD001003,CLI000246,10/03/2026,App
TRX00005084,PRD000911,CLI000137,12/06/2024,Agencia
TRX00005085,PRD001986,CLI000901,24/08/2017,App
TRX00005086,PRD000691,CLI000691,10/04/2026,App
TRX00005087,PRD000135,CLI000718,13/08/2018,Agencia
TRX00005088,PRD001528,CLI000248,08/03/2020,App
TRX00005089,PRD001238,CLI000238,02/03/2024,App
TRX00005090,PRD000088,CLI000088,10/11/2019,App
TRX00005091,PRD001753,CLI000078,28/07/2020,App
TRX00005092,PRD001614,CLI000113,15/09/2025,App
TRX00005093,PRD000983,CLI000998,04/03/2026,App
TRX00005094,PRD001333,CLI000333,21/02/2015,App
TRX00005095,PRD000237,CLI000544,06/07/2022,Agencia
TRX00005096,PRD001326,CLI000326,29/07/2022,App
TRX00005097,PRD001280,CLI000722,15/04/2024,App
TRX00005098,PRD001830,CLI000217,14/10/2022,App
TRX00005099,PRD000424,CLI000060,24/04/2023,App
TRX00005100,PRD000131,CLI000423,29/04/2024,App
TRX00005101,PRD000355,CLI000391,07/06/2020,App
TRX00005102,PRD000798,CLI000077,04/05/2026,Agencia
TRX00005103,PRD001297,CLI000056,22/07/2025,App
TRX00005104,PRD000149,CLI000012,17/04/2022,App
TRX00005105,PRD000086,CLI000931,20/08/2013,App
TRX00005106,PRD001675,CLI000124,15/01/2023,App
TRX00005107,PRD000819,CLI000937,07/03/2023,Agencia
TRX00005108,PRD000429,CLI000787,15/02/2020,App
TRX00005109,PRD001394,CLI000072,11/05/2023,App
TRX00005110,PRD000855,CLI000149,22/04/2015,App
TRX00005111,PRD000434,CLI000817,21/05/2026,Agencia
TRX00005112,PRD000197,CLI000197,22/05/2024,App
TRX00005113,PRD000745,CLI000388,07/05/2026,Agencia
TRX00005114,PRD001281,CLI000281,22/08/2025,App
TRX00005115,PRD000013,CLI000057,01/09/2025,Agencia
TRX00005116,PRD001549,CLI000563,30/07/2019,App
TRX00005117,PRD001339,CLI000700,22/09/2023,App
TRX00005118,PRD001876,CLI000812,14/04/2019,App
TRX00005119,PRD001822,CLI000767,23/11/2019,App
TRX00005120,PRD001440,CLI000440,22/12/2023,App
TRX00005121,PRD001674,CLI000181,13/08/2013,Agencia
TRX00005122,PRD000783,CLI000783,05/10/2024,App
TRX00005123,PRD000035,CLI000028,09/06/2026,App
TRX00005124,PRD001598,CLI000263,08/06/2026,Agencia
TRX00005125,PRD000572,CLI000384,25/10/2022,App
TRX00005126,PRD000561,CLI000561,04/05/2021,App
TRX00005127,PRD000172,CLI000153,07/06/2026,App
TRX00005128,PRD001838,CLI000242,30/12/2025,App
TRX00005129,PRD000698,CLI000698,28/04/2016,App
TRX00005130,PRD001355,CLI000361,04/03/2025,Agencia
TRX00005131,PRD000654,CLI000315,21/05/2023,App
TRX00005132,PRD000319,CLI000034,26/09/2017,Agencia
TRX00005133,PRD000826,CLI000870,29/03/2024,Agencia
TRX00005134,PRD001591,CLI000535,04/11/2021,App
TRX00005135,PRD000128,CLI000511,10/08/2019,App
TRX00005136,PRD001321,CLI000321,05/03/2017,App
TRX00005137,PRD000903,CLI000067,01/06/2014,App
TRX00005138,PRD000928,CLI000928,01/11/2024,Agencia
TRX00005139,PRD001274,CLI000116,11/01/2018,App
TRX00005140,PRD000164,CLI000524,05/03/2024,App
TRX00005141,PRD001284,CLI000723,20/08/2026,App
TRX00005142,PRD001770,CLI000323,14/04/2018,App
TRX00005143,PRD001656,CLI000487,28/02/2014,App
TRX00005144,PRD000892,CLI000221,03/03/2024,App
TRX00005145,PRD000916,CLI000916,07/12/2023,Agencia
TRX00005146,PRD001987,CLI000987,16/06/2020,App
TRX00005147,PRD001132,CLI000600,29/01/2020,App
TRX00005148,PRD001313,CLI000968,05/04/2020,App
TRX00005149,PRD001106,CLI000049,05/11/2024,App
TRX00005150,PRD001982,CLI000021,16/02/2022,Agencia
TRX00005151,PRD000352,CLI000352,11/08/2025,App
TRX00005152,PRD000455,CLI000455,01/05/2021,Agencia
TRX00005153,PRD001627,CLI000568,06/07/2016,App
TRX00005154,PRD000369,CLI000369,13/10/2016,Agencia
TRX00005155,PRD001902,CLI000429,10/05/2021,App
TRX00005156,PRD000497,CLI000352,29/11/2024,App
TRX00005157,PRD001213,CLI000213,18/05/2017,Agencia
TRX00005158,PRD001695,CLI000749,30/03/2019,Agencia
TRX00005159,PRD000197,CLI000243,29/05/2026,App
TRX00005160,PRD001648,CLI000186,04/05/2019,App
TRX00005161,PRD001197,CLI000262,19/07/2021,App
TRX00005162,PRD001353,CLI000664,18/08/2023,Agencia
TRX00005163,PRD000952,CLI000060,14/07/2023,Agencia
TRX00005164,PRD000418,CLI000546,04/05/2021,App
TRX00005165,PRD000032,CLI000819,18/11/2024,App
TRX00005166,PRD000156,CLI000562,25/10/2025,App
TRX00005167,PRD000712,CLI000712,22/07/2013,App
TRX00005168,PRD001119,CLI000761,06/02/2022,App
TRX00005169,PRD000700,CLI000765,25/07/2025,App
TRX00005170,PRD001933,CLI000889,24/11/2025,App
TRX00005171,PRD000974,CLI000974,05/10/2021,Agencia
TRX00005172,PRD000002,CLI000627,16/09/2019,Agencia
TRX00005173,PRD001408,CLI000353,27/03/2025,App
TRX00005174,PRD000164,CLI000705,20/03/2021,App
TRX00005175,PRD000373,CLI000421,16/08/2015,Agencia
TRX00005176,PRD001789,CLI000289,14/05/2025,App
TRX00005177,PRD000087,CLI000078,02/06/2023,App
TRX00005178,PRD001646,CLI000126,28/10/2019,Agencia
TRX00005179,PRD000912,CLI000421,29/10/2018,Agencia
TRX00005180,PRD000087,CLI000100,24/04/2025,App
TRX00005181,PRD001017,CLI000770,21/10/2019,App
TRX00005182,PRD000017,CLI000958,21/03/2024,App
TRX00005183,PRD000703,CLI000884,03/01/2026,App
TRX00005184,PRD000025,CLI000014,10/04/2018,App
TRX00005185,PRD000430,CLI000236,05/03/2025,App
TRX00005186,PRD001196,CLI000938,27/03/2026,App
TRX00005187,PRD000525,CLI000585,06/09/2025,App
TRX00005188,PRD001717,CLI000684,26/01/2024,App
TRX00005189,PRD000937,CLI000491,16/01/2024,App
TRX00005190,PRD000260,CLI000773,11/03/2026,App
TRX00005191,PRD001148,CLI000757,28/06/2022,App
TRX00005192,PRD000402,CLI000420,12/12/2025,App
TRX00005193,PRD000955,CLI000231,12/03/2024,App
TRX00005194,PRD000731,CLI000731,12/12/2023,Agencia
TRX00005195,PRD000934,CLI000818,25/06/2022,App
TRX00005196,PRD001024,CLI000944,05/01/2026,App
TRX00005197,PRD000774,CLI000774,04/08/2020,App
TRX00005198,PRD000963,CLI000161,12/02/2018,App
TRX00005199,PRD001151,CLI000708,17/02/2020,App
TRX00005200,PRD000105,CLI000363,13/11/2025,Agencia
TRX00005201,PRD001032,CLI000552,20/08/2026,App
TRX00005202,PRD000721,CLI000429,23/09/2024,Agencia
TRX00005203,PRD001665,CLI000780,21/02/2024,App
TRX00005204,PRD001960,CLI000924,29/10/2024,App
TRX00005205,PRD000666,CLI000549,28/04/2024,App
TRX00005206,PRD001402,CLI000774,12/06/2017,App
TRX00005207,PRD000842,CLI000580,12/05/2021,App
TRX00005208,PRD000360,CLI000122,13/12/2021,App
TRX00005209,PRD000767,CLI000767,27/04/2025,App
TRX00005210,PRD000266,CLI000834,24/11/2023,Agencia
TRX00005211,PRD001751,CLI000751,23/07/2019,App
TRX00005212,PRD000604,CLI000357,04/02/2026,App
TRX00005213,PRD000386,CLI000696,24/02/2017,Agencia
TRX00005214,PRD000842,CLI000842,05/01/2016,App
TRX00005215,PRD000290,CLI000999,18/06/2014,App
TRX00005216,PRD000416,CLI000416,04/12/2021,App
TRX00005217,PRD001395,CLI000198,11/05/2025,Agencia
TRX00005218,PRD000725,CLI000725,24/12/2024,App
TRX00005219,PRD000564,CLI000163,29/03/2025,App
TRX00005220,PRD001637,CLI000174,26/06/2026,App
TRX00005221,PRD001453,CLI000453,12/08/2020,Agencia
TRX00005222,PRD000601,CLI000642,07/03/2026,App
TRX00005223,PRD000737,CLI000504,01/12/2022,App
TRX00005224,PRD001166,CLI000166,16/11/2025,App
TRX00005225,PRD000484,CLI000484,18/11/2024,App
TRX00005226,PRD000119,CLI000267,29/06/2015,Agencia
TRX00005227,PRD001013,CLI000013,13/05/2019,Agencia
TRX00005228,PRD000902,CLI000902,22/06/2022,App
TRX00005229,PRD001661,CLI000638,28/08/2022,App
TRX00005230,PRD000996,CLI000281,25/03/2025,Agencia
TRX00005231,PRD000024,CLI000938,29/12/2025,App
TRX00005232,PRD001364,CLI000031,15/11/2024,App
TRX00005233,PRD001356,CLI000234,09/08/2024,Agencia
TRX00005234,PRD000358,CLI000143,09/04/2012,Agencia
TRX00005235,PRD000832,CLI000808,29/06/2025,App
TRX00005236,PRD000034,CLI000420,18/05/2021,App
TRX00005237,PRD001336,CLI000067,11/09/2023,Agencia
TRX00005238,PRD001836,CLI000938,24/11/2025,App
TRX00005239,PRD000255,CLI000897,28/08/2025,App
TRX00005240,PRD000916,CLI000910,30/12/2022,App
TRX00005241,PRD001314,CLI000314,04/05/2012,Agencia
TRX00005242,PRD000445,CLI000818,13/01/2017,App
TRX00005243,PRD000129,CLI000817,18/06/2019,App
TRX00005244,PRD001331,CLI000499,11/03/2026,App
TRX00005245,PRD000548,CLI000761,30/11/2017,App
TRX00005246,PRD000956,CLI000290,01/04/2020,App
TRX00005247,PRD001736,CLI000539,11/01/2023,Agencia
TRX00005248,PRD001508,CLI000570,20/11/2023,App
TRX00005249,PRD001676,CLI000859,16/12/2020,App
TRX00005250,PRD000597,CLI000597,11/05/2025,App
TRX00005251,PRD000314,CLI000314,20/06/2011,App
TRX00005252,PRD000293,CLI000293,26/04/2024,Agencia
TRX00005253,PRD000373,CLI000373,10/04/2026,Agencia
TRX00005254,PRD000816,CLI000816,10/10/2025,App
TRX00005255,PRD000637,CLI000474,28/03/2024,App
TRX00005256,PRD001851,CLI000457,26/07/2024,App
TRX00005257,PRD000986,CLI000986,12/04/2024,App
TRX00005258,PRD000942,CLI000052,17/06/2025,Agencia
TRX00005259,PRD001772,CLI000664,04/05/2025,Agencia
TRX00005260,PRD000968,CLI000092,01/07/2021,App
TRX00005261,PRD000712,CLI000523,15/12/2024,App
TRX00005262,PRD001255,CLI000689,12/10/2022,App
TRX00005263,PRD000352,CLI000460,03/11/2012,Agencia
TRX00005264,PRD001641,CLI000309,01/05/2024,App
TRX00005265,PRD001405,CLI000065,23/08/2023,App
TRX00005266,PRD000552,CLI000552,21/07/2023,App
TRX00005267,PRD000879,CLI000810,17/06/2026,Agencia
TRX00005268,PRD001719,CLI000719,14/12/2020,Agencia
TRX00005269,PRD000162,CLI000220,08/10/2022,App
TRX00005270,PRD000248,CLI000116,03/09/2020,App
TRX00005271,PRD000861,CLI000861,20/07/2023,App
TRX00005272,PRD000544,CLI000318,14/11/2025,Agencia
TRX00005273,PRD000232,CLI000588,11/10/2020,App
TRX00005274,PRD001369,CLI000608,03/11/2025,Agencia
TRX00005275,PRD000186,CLI000771,21/08/2019,Agencia
TRX00005276,PRD000510,CLI000053,18/09/2024,App
TRX00005277,PRD000977,CLI000749,20/04/2020,App
TRX00005278,PRD001472,CLI000408,15/04/2026,App
TRX00005279,PRD001876,CLI000215,12/03/2019,App
TRX00005280,PRD001911,CLI000224,23/06/2021,App
TRX00005281,PRD000140,CLI000660,13/10/2022,App
TRX00005282,PRD001436,CLI000006,28/05/2026,App
TRX00005283,PRD001322,CLI000159,26/10/2022,App
TRX00005284,PRD001589,CLI000709,28/11/2014,App
TRX00005285,PRD001432,CLI000719,02/09/2023,App
TRX00005286,PRD001195,CLI000516,21/10/2020,Agencia
TRX00005287,PRD000264,CLI000880,26/08/2020,Agencia
TRX00005288,PRD000419,CLI000419,11/11/2025,App
TRX00005289,PRD001248,CLI000506,10/07/2024,Agencia
TRX00005290,PRD000538,CLI000571,02/08/2026,App
TRX00005291,PRD001045,CLI000655,23/03/2026,App
TRX00005292,PRD001029,CLI000409,15/09/2024,App
TRX00005293,PRD001404,CLI000711,25/07/2026,App
TRX00005294,PRD001050,CLI000630,16/03/2018,Agencia
TRX00005295,PRD001471,CLI000897,05/06/2026,App
TRX00005296,PRD001449,CLI000029,20/03/2021,App
TRX00005297,PRD000399,CLI000961,04/04/2022,Agencia
TRX00005298,PRD000797,CLI000015,02/09/2015,App
TRX00005299,PRD000403,CLI000705,22/08/2019,Agencia
TRX00005300,PRD001561,CLI000946,07/08/2018,App
TRX00005301,PRD000936,CLI000210,13/02/2026,App
TRX00005302,PRD001832,CLI000644,04/01/2016,Agencia
TRX00005303,PRD000166,CLI000539,05/11/2022,App
TRX00005304,PRD000697,CLI000697,14/12/2021,Agencia
TRX00005305,PRD000087,CLI000837,21/08/2025,App
TRX00005306,PRD000988,CLI000394,21/06/2024,App
TRX00005307,PRD001700,CLI000294,05/05/2022,App
TRX00005308,PRD001685,CLI000063,15/02/2026,App
TRX00005309,PRD000528,CLI000413,16/05/2023,App
TRX00005310,PRD000321,CLI000130,11/07/2018,Agencia
TRX00005311,PRD001375,CLI000375,13/06/2024,App
TRX00005312,PRD001042,CLI000114,24/10/2018,App
TRX00005313,PRD001665,CLI000665,26/03/2017,Agencia
TRX00005314,PRD001912,CLI000643,22/11/2024,App
TRX00005315,PRD001307,CLI000005,04/07/2023,App
TRX00005316,PRD001714,CLI000273,18/03/2021,App
TRX00005317,PRD001337,CLI000393,20/01/2024,Agencia
TRX00005318,PRD000328,CLI000328,21/01/2024,App
TRX00005319,PRD000285,CLI000323,30/11/2015,App
TRX00005320,PRD000557,CLI000299,27/08/2023,App
TRX00005321,PRD000455,CLI000231,17/04/2021,App
TRX00005322,PRD001126,CLI000249,05/11/2024,App
TRX00005323,PRD000963,CLI000934,20/02/2018,Agencia
TRX00005324,PRD000049,CLI000700,03/10/2024,App
TRX00005325,PRD000005,CLI000128,24/05/2026,Agencia
TRX00005326,PRD000219,CLI000219,23/08/2021,Agencia
TRX00005327,PRD000830,CLI000170,19/08/2024,Agencia
TRX00005328,PRD001554,CLI000908,07/01/2019,App
TRX00005329,PRD000606,CLI000131,30/04/2022,App
TRX00005330,PRD001525,CLI000135,25/07/2025,App
TRX00005331,PRD000764,CLI000738,21/03/2022,App
TRX00005332,PRD000795,CLI000034,03/06/2015,App
TRX00005333,PRD001879,CLI000163,07/01/2023,App
TRX00005334,PRD001477,CLI000105,05/06/2025,Agencia
TRX00005335,PRD000147,CLI000793,10/06/2026,App
TRX00005336,PRD001724,CLI000693,26/02/2023,Agencia
TRX00005337,PRD000070,CLI000070,25/11/2024,Agencia
TRX00005338,PRD000182,CLI000182,03/11/2025,App
TRX00005339,PRD000723,CLI000918,07/12/2022,Agencia
TRX00005340,PRD001219,CLI000329,07/12/2025,Agencia
TRX00005341,PRD001993,CLI000272,19/09/2024,App
TRX00005342,PRD000330,CLI000408,25/05/2023,App
TRX00005343,PRD000720,CLI000743,03/06/2024,App
TRX00005344,PRD000097,CLI000901,18/12/2014,App
TRX00005345,PRD001450,CLI000959,19/08/2025,App
TRX00005346,PRD001382,CLI000332,07/12/2024,App
TRX00005347,PRD001379,CLI000358,12/03/2026,App
TRX00005348,PRD000806,CLI000819,19/10/2025,App
TRX00005349,PRD000123,CLI000136,19/11/2023,Agencia
TRX00005350,PRD001411,CLI000411,15/01/2026,Agencia
TRX00005351,PRD001974,CLI000974,23/05/2026,App
TRX00005352,PRD000831,CLI000085,01/10/2025,App
TRX00005353,PRD000667,CLI000495,20/02/2021,App
TRX00005354,PRD000411,CLI000411,08/06/2021,App
TRX00005355,PRD000938,CLI000938,14/08/2026,App
TRX00005356,PRD001554,CLI000628,03/12/2015,App
TRX00005357,PRD001989,CLI000953,18/04/2020,App
TRX00005358,PRD000125,CLI000482,05/06/2025,Agencia
TRX00005359,PRD001711,CLI000556,22/06/2026,App
TRX00005360,PRD001146,CLI000483,05/06/2023,App
TRX00005361,PRD000011,CLI000011,11/11/2020,App
TRX00005362,PRD001738,CLI000069,23/03/2021,Agencia
TRX00005363,PRD000239,CLI000569,16/08/2025,App
TRX00005364,PRD000626,CLI000037,03/08/2026,App
TRX00005365,PRD000766,CLI000154,15/03/2026,Agencia
TRX00005366,PRD000355,CLI000355,22/10/2025,App
TRX00005367,PRD001425,CLI000177,09/06/2020,App
TRX00005368,PRD001312,CLI000097,25/10/2021,App
TRX00005369,PRD000749,CLI000084,10/08/2023,App
TRX00005370,PRD000837,CLI000003,29/09/2020,App
TRX00005371,PRD001162,CLI000335,24/11/2022,Agencia
TRX00005372,PRD001830,CLI000606,03/08/2026,App
TRX00005373,PRD000307,CLI000307,01/01/2026,App
TRX00005374,PRD001728,CLI000728,01/05/2020,App
TRX00005375,PRD000130,CLI000884,21/01/2024,App
TRX00005376,PRD000335,CLI000983,20/06/2016,App
TRX00005377,PRD001428,CLI000428,21/07/2024,Agencia
TRX00005378,PRD000341,CLI000212,14/07/2014,App
TRX00005379,PRD001980,CLI000286,18/08/2019,App
TRX00005380,PRD000033,CLI000033,27/02/2019,Agencia
TRX00005381,PRD001055,CLI000886,23/02/2026,App
TRX00005382,PRD001358,CLI000100,04/09/2025,App
TRX00005383,PRD001072,CLI000072,09/08/2022,App
TRX00005384,PRD000348,CLI000603,12/07/2024,Agencia
TRX00005385,PRD001708,CLI000397,07/12/2023,Agencia
TRX00005386,PRD001883,CLI000883,11/10/2025,App
TRX00005387,PRD000878,CLI000949,26/04/2026,App
TRX00005388,PRD000332,CLI000102,19/01/2023,App
TRX00005389,PRD001697,CLI000349,01/11/2014,App
TRX00005390,PRD000328,CLI000129,28/05/2023,App
TRX00005391,PRD000261,CLI000825,11/09/2019,Agencia
TRX00005392,PRD000980,CLI000083,26/06/2019,Agencia
TRX00005393,PRD001104,CLI000913,06/12/2025,App
TRX00005394,PRD001314,CLI000423,23/11/2025,Agencia
TRX00005395,PRD000256,CLI000384,08/04/2021,App
TRX00005396,PRD000532,CLI000112,21/04/2022,Agencia
TRX00005397,PRD000209,CLI000271,15/01/2024,App
TRX00005398,PRD000088,CLI000400,06/02/2021,App
TRX00005399,PRD000481,CLI000158,22/06/2015,App
